title,is_fake
berjarak meter kantor kedubes kanada damaskus berhasil selamat serangan israel kantor kedubes iran,1
bukti video uang bayar tol langsung masuk rekening cukong china,1
kpu terima pendaftaran gibran terima surat jokowi,1
bahaya serpihan ulekan cobekan batu menyebabkan batu ginjal,1
china mendirikan kantor polisi ketapang kalbar,1
𝐏𝐫𝐨𝐠𝐫𝐚𝐦 𝐆𝐫𝐞𝐧𝐝 𝐏𝐫𝐢𝐳𝐞 𝐁𝐚𝐧𝐤 𝐁𝐒𝐈 𝐁𝐞𝐫𝐡𝐚𝐝𝐢𝐚𝐡 𝐇𝐚𝐝𝐢𝐫 𝐋𝐚𝐠𝐢 𝐀𝐲𝐨 𝐁𝐮𝐫𝐮𝐚𝐧 𝐃𝐚𝐟𝐭𝐚𝐫 𝐌𝐞𝐧𝐚𝐧𝐠𝐤𝐚𝐧 𝐇𝐚𝐝𝐢𝐚𝐡 𝐔𝐭𝐚𝐦𝐚 𝐍𝐲𝐚,1
amien rais meninggal dunia,1
pbb kecam serangan iran israel,1
harga elpiji kg kendal mencapai rp,1
kawasaki giveaway uang juta motor zx r,1
giveaway uang puluhan juta inul daratista,1
foto pasukan khusus iran menyita kapal portugis msc aries selat hormuz,1
mcdonald tempel poster berisi ucapan selamat terbunuhnya warga palestina,1
wawancara najwa shihab raffi ahmad bisnis sprei barunya,1
prabowo juta terlilit hutang,1
broadcast chat lowongan kerja pt astra group,1
video kim jong un eksekusi koruptor dijebloskan jebakan tanah,1
seragam sekolah sd smp sma indonesia diganti lebaran,1
afc resmi umumkan pertandingan ulang indonesia vs qatar,1
jokowi uji coba program makan siang gratis,1
mk dibanjiri bukti kecurangan terbongkar mk,1
ketua mk ketok palu pemilu diulang gibran,1
gambar jokowi pimpin salat id solo,1
suasana letusan gunung ruang sulawesi utara,1
kaesang pecat giring ganesha jabatan ketum psi becus urus partai,1
ketum partai giring ganesha pengamen jalanan,1
tangkapan layar status medsos gibran pelantikan ahy dilantik menteri,1
pelintiran pertemuan pm israel benjamin netanyahu watimpres yahya cholil staquf,1
prabowo gibran berbagi uang juta follow akun tiktok,1
prabowo perintahkan fraksi gerindra dpr ri dukung hak angket,1
gibran penerima manfaat makan siang gratis diterima juta anak indonesia,1
lirik lagu soundtrack serial avatar the last airbender memiliki tujuan memuja dewa hindu,1
warga palestina rayakan serangan iran israel,1
gempa bermagnitudo guncang tuban april,1
gempa bermagnitudo guncang indonesia timur april,1
pemain ibk altos sadarkan terkena smash megawati hangestri,1
megawati hangestri bantai ai peppers opposite yaasmeen muntah darah,1
kepala ratu voli korea bocor terkena smash megawati hangestri,1
video tentara cina sdh beraksi sdh berani melawan tentara,1
akun facebook pj gubernur sulawesi selatan bahtiar baharuddin,1
surat rekrutmen kerja mayapada hospital,1
surat tahapan seleksi rekrutmen kerja pt inalum,1
anies baswedan ketahuan puasa,1
mk bacakan putusan mendiskualifikasi prabowo gibran,1
drone iran tersangkut kabel,1
gempa bumi telan belasan nyawa april,1
gambar antrean beras,1
video situasi terkini sekitaran gedung mahkamah konstitusi,1
prabowo thr lebaran senilai juta tiktok,1
tentara merah cina jam indonesia,1
gempa magnitude guncang labuan bajo april,1
video masjidil aqsha hancur propaganda zionist,1
daftar kuliah gratis ikatan dinas,1
truk iran melintasi perbatasan suriah,1
tarik tunai atm ktp,1
kondisi bandara israel serangan iran,1
kereta cepat whoosh bocor,1
jokowi berkunjung rumah megawati lebaran,1
pelabuhan ratu hancur gelombang ganas melalap puluhan wisatawan,1
iran mengambil tindakan menghancurkan pembunuh anak anak palestina,1
akun whatsapp pj sekda bario utara jufri,1
akun facebook anggota dprd kabupaten kapuas rahmad jainudin,1
akun instagram dpkp kota bandung adakan give away tebus murah,1
sekda belitung hendra caya donasi whatsapp,1
jokowi copot pj gubernur aceh ahmad marzuki anies baswedan menang telak aceh,1
gelombang selat bali sapu bersih wilayah pesisir april,1
lebaran ketiga gunung semeru erupsi telan korban jiwa,1
jhon lbf giveaway uang juta games tebak angka,1
video terowongan laut mengalami kebocoran,1
𝙋𝙍𝙊𝙂𝙍𝘼𝙈 𝙋𝙍𝙊𝙈𝙊 𝙆𝙝𝙪𝙨𝙪𝙨 𝙎𝙚𝙡𝙪𝙧𝙪𝙝 𝙉𝙖𝙨𝙖𝙗𝙖𝙝 𝘽𝘼𝙉𝙆 𝙅𝘼𝙒𝘼 𝙏𝙄𝙈𝙐𝙍,1
singa menggali kuburan,1
bank indonesia resmi mengeluarkan uang,1
tanggal maret kpu umumkan anies muhaimin menang pilpres,1
rafi ahmad diciduk polisi pencucian uang triliun,1
israel mengalami palestina alami,1
pulau dewata tragis gelombang mencekam melalap habis wilayah pantai bali,1
petir menyambar sungai,1
gambar gibran gelar gus kyai,1
jokowi thr emas karat tiktok,1
giveaway motor crf uang juta pt astra honda,1
foto pasukan tentara iran menyerang israel,1
ledakan dahsyat gunung krakatau,1
video serangan iran tel aviv,1
soimah uang juta facebook,1
jusuf hamka bagikan thr lebaran tiktok,1
ahy terjun payung acara partai demokrat,1
betlehem dibom paskah,1
prabowo menyambangi rumah megawati gibran diskualifikasi,1
video tentara cina mendarat manado,1
postingan facebook gadgetin mepromosikan jam tangan pintar,1
jepang melarang suntikan mrna covid,1
raffi ahmad ditangkap polisi pencucian uang,1
raffi ahmad nagita slavina berbagi thr akun facebook rans rafi nagita,1
mir hayati berbagi thr juta rupiah akun facebook mira hayati,1
toyota membagikan toyota hilux akun toyota alphard fans club,1
deteksi stroke asam urat jari tangan,1
wanita berselfie tsunami taiwan menerjang,1
yusril prabowo gibran didiskualifikasi,1
foto proses penandatanganan bukti pelunasan hutang indonesia china,1
gempa sr guncang sulawesi tamat,1
cina pindahkan warganya indonesia,1
video ahmad dhani mokel puasa,1
yusril mundur tim hukum,1
gempa magnitude guncang labuan bajo april,1
filipina diguncang gempa magnitude april,1
polisi dukung o polisi terjun politik,1
prabowo pemilu curang,1
world economic forum mata uang digital global melacak kegiatan penggunanya,1
presiden vladimir putin yesus berkulit hitam pengikut nya berkulit hitam,1
foto barack obama donald trump bill clinton george bush memegang tembok cina memakai topi kerucut cina,1
video turis asing mengalami pelecehan seksual india,1
video astaghfirullah pertanda ya allah ditetapkan allah zaman,1
ribuan rumah pasuruan hancur akibat angin puting beliung maret,1
mk kabulkan gugatan anies muhaimin ganjar mahfud,1
kista ovarium kn kb suntik bln,1
akses dunia kampung saksi pemilu,1
baim orang tercepat hadir transfer juta acak,1
berita terkini pesta poin bpd bank papua hadiah katong pu rekening bank papua,1
megawati hadiri sidang mk bungkam kecurangan,1
tim hukum anies diusir gara gara bawa bukti palsu,1
gambar membawa buku cover kitab belajar menipu foto jokowi,1
aksi warga yaman februari,1
artis terseret megakorupsi pt timah,1
anies baswedan depresi akibat kalah pilpres,1
raffi ahmad buka perusahaan judi online,1
desa jombang ludes akibat angin tornado,1
𝘗𝘙𝘖𝘎𝘙𝘈𝘔 𝘣𝘢𝘨𝘪 𝘴𝘦𝘮𝘶𝘢 𝘯𝘢𝘴𝘢𝘣𝘢𝘩 𝘉𝘢𝘯𝘬 𝘔𝘢𝘯𝘥𝘪𝘳𝘪 𝘺𝘢𝘯𝘨 𝘴𝘶𝘥𝘢𝘩 𝘮𝘦𝘯𝘨𝘨𝘶𝘯𝘢𝘬𝘢𝘯 𝘔𝘰𝘣𝘪𝘭𝘦 𝘉𝘢𝘯𝘬𝘪𝘯𝘨 𝘚𝘮𝘴 𝘉𝘢𝘯𝘬𝘪𝘯𝘨,1
pemimpin lebah membunuh seekor lebah rakyat lebah membunuh pemimpinnya,1
sidang mk panas ketua kpu dicecar hakim kuasa hukum penggugat,1
video sistem evakuasi bangunan jepang,1
video pria terkenal memiliki kepala,1
perolehan suara paslon amin hilang dibacakan sidang perdana mk,1
video jembatan iron bridge roma roboh,1
ramuan bawang putih pasien pasang ring jantung,1
pengumuman rekrutmen pln group,1
surat edaran bank indonesia melayani penukaran uang,1
lowongan pekerjaan online,1
the simpsons memprediksi robohnya jembatan baltimore,1
garis horizontal batang hidung salah tanda lemah jantung,1
gunung api aktif muncul persawahan gempa bumi banjir bandang jawa,1
akun whatsapp bupati banggai,1
mk setujui pemilu resmi diulang,1
akun whatsapp asisten pemerintah perekonomian kesra kota blitar,1
video cak imin prabowo subianto selamat maret,1
surat permohonan cuti pekerja migran indonesia bpmi,1
hakim sidang sengketa pilpres membacakan hasil putusan sidang mengabulkan paslon didiskualifikasi,1
info lowongan kerja puskesmas pekalongan selatan,1
rekaman panggilan korban jembatan baltimore,1
surat pemberian hadiah dana warga negara malaysia kbri kuala lumpur,1
surat permohonan narasumber mengatasnamakan polres purwakarta,1
muncul api tanah gempa tuban,1
kenang kenangan presiden ri jelang habis jabatannya,1
kubu prabowo mengamuk puan setujui hak angket,1
foto ribuan buruh gedung dpr ri,1
amuk massa kepala desa pemilu curang kejadian ntb pemicu nya masyarakat protes kecurangan,1
mcdonald tempelkan poster ucapan selamat israel membunuh warga palestina makan gratis militer israel,1
pidato jokowi protes kenaikan pangkat prabowo subianto,1
unhcr dijerat uu keimigrasian lindungi rohingya imigran gelap,1
foto jokowi prabowo sembelih banteng,1
marsdya tni tonny harjono dilantik ksau adik ipar iriana jokowi,1
chairul tanjung bantuan melunasi hutang tiktok,1
video ledakan insiden runtuhnya jembatan francis scott key baltimore amerika serikat,1
video kubu prabowo ngamuk puan menyetujui hak angket,1
rendaman biji alpukat alkohol obat oles nyeri sendi,1
jepang melarang penyuntikan vaksin covid berbasis mrna,1
poster lowongan kerja pertamina maret,1
video laporan bbc news bellingcat duta ukraina valerii zaluzhnyi dibayar tinggalkan peran duta inggris,1
april bumi gelap,1
giliran sampang musibah bermunculan jokowi prabowo,1
smash petir megawati hangestri sukses ratu voli korea terjungkal mengenaskan,1
megawati hangestri lontarkan ejekan pedas ratu voli korea,1
tangerang diterjang banjir bandang pemukiman warga jebol,1
megawati hangestri resmi menandatangani kontrak klub jepang,1
daftar nama menteri titipan surya paloh kabinet prabowo gibran,1
megawati digandeng gibran bu mega membayar perjanjian batu tulis,1
makan siang gratis,1
billboard kanada mengimbau imigran india negaranya berhenti buang air terbuka,1
video pria muslim melecehkan murid perempuan india,1
foto proyek bendungan ethiopia,1
video imigran afrika menusuk warga spanyol barcelona,1
penemu mrna bersaksi moderna vaksin covid menyebabkan kanker turbo,1
video pasca gempa tuban maret,1
pertemuan muhaimin prabowo februari babak kerjasama partai,1
foto foto tersangka teroris penyerangan gedung konser moskow,1
video pembuatan sayur kol palsu hati hati salah beli,1
informasi rekrutmen karyawan pelindo regional tanjung balai karimun,1
nasa menghadapi kiamat internet badai matahari,1
jusuf hamka berbagi motor facebook disertai nomor whatsapp,1
pastor ditampar mengenakan masker terkait pandemi covid,1
puan sahkan hak angket,1
kepala intelijen ukraina kepuasan serangan teroris crocus moscow,1
rusia klaim wni tentara bayaran ukraina tewas,1
kubu prabowo mengamuk puan putuskan setujui hak angket,1
anies gus imin capres cawapres putaran,1
video pria dikejar kanibal,1
anies muhaimin bukti mk putuskan pencoblosan diulang,1
data kpu tim amin berbanding terbalik suara prabowo persen,1
foto menteri negeri rusia duduk meja kepresidenan amerika serikat,1
kota ukraina dibom rusia,1
video kerusuhan amerika pemerintah dukung israel,1
nenek tarwiyah ditangkap polisi menghina jokowi,1
berusaha mengelabui umat islam israel mengubah kode produknya,1
projek nhs test and tracking projek termahal ketiga,1
bledug muncul bencana gempa jatim banjir demak,1
suporter vietnam menyalakan kembang api hotel penginapan timnas indonesia,1
adian napitupulu dihalang halangi sidak kantor kpu,1
olivia rodrigo membagikan pil aborsi penggemar konsernya,1
akun facebook bank mandiri undian berhadiah,1
program bantuan bpjs rpjuta penerima,1
video ricuh demo dpr maret,1
foto kabinet indonesia maju jilid anis ganjar gabung,1
nomor whatsapp anggota dprd kota bandung uung tanuwidjaja,1
bandara haifa israel terbakar serangan drone milik irak,1
wilayah kosanweja papua ambruk diguncang gempa,1
jiwa hanyut terseret banjir bandang jawa,1
akun facebook ketua dpd golkar riau syamsuar msi dana,1
banjir hanyutkan rumah warga kecamatan,1
akun whatsapp walikota jakarta timur menawarkan pembelian logam mulia,1
presiden jokowi janjikan transfer uang mendukung gibran wakil presiden,1
gempa bermagnitudo guncang bengkulu selatan maret,1
bocor bpk nya jokowi yg asli,1
pecahan logam tajam makanan bayi,1
akun facebook pj bupati kapuas erlin hardi,1
presiden prancis lari petani acara konvensi pertanian paris,1
gelombang mengamuk wilayah indonesia maret,1
mahkamah internasional putuskan prabowo gibran presiden wakil presiden,1
pesan whatsapp lowongan kerja karyawan kamar jenazah rsud kardinah kota tegal,1
akun facebook whatsapp bupati kutai kartanegara edi damansyah,1
keputusan kpu batal hukum,1
menangkan kpu akui jual data rahasia negara asing,1
gerhana matahari hibrida pertanda pembaiatan imam mahdi,1
video nato mengirim tentara ukraina,1
cover majalah charlie hebdo presiden macron mengirim tentara ukraina,1
united airlines boeing pendaratan darurat maret kerusakan pesawat,1
media rusia mengunggah video simulasi serangan nuklir rusia as,1
gebyar undian ramadhan bank mandiri,1
lowongan kerja puskesmas semanding,1
akun facebook pj bupati donggala moh rifani,1
video kesetrum sepeda listrik meninggal dunia,1
harga beras diborong pdip kampanye,1
kondisi pulau bawean gempa bumi maret,1
video perayaan kemenangan pendukung anies baswedan muhaimin iskandar peroleh persen real count,1
program sedekah bupati sambas santono sos,1
surat permohonan bantuan dana pemkot kendari,1
beras mahal langka ditimbun pdip,1
kejiwaan prabowo terguncang tertekan,1
cnn mk tolak gugatan pernikahan beda dimensi,1
joe biden menodongkan pistol mulut wanita tua,1
elon musk membaca buku flat earth,1
vladimir putin mendukung prabowo subianto,1
rusia hancur tangan vladimir putin,1
israel menculik warga sipil gaza rumah sakit al shifa dibawa kamp konsentrasi,1
risma bongkar dana bansos jokowi t kemenangan prabowo gibran,1
puan tolak hak angket ganjar anies,1
video massa menghadang mobil mengancam jokowi,1
video massa melawan kecurangan kpu membakar mobil plat merah,1
video gempa gresik jawa timur,1
agnes mo mualaf,1
info tunjangan raya thr gojek tokopedia,1
akun facebook kapolres bima eko sutomo,1
foto wanita dihukum rajam iran hukum syariah,1
inggris lolos undang undang uni eropa meninggalkan ue,1
bbc news mantan panglima militer ukraina valerii zaluzhnyi dibayar pemerintah meninggalkan ukraina,1
kpu resmi maaf kecurangannya terbongkar,1
massa membakar gedung bawaslu tolak hasil pemilu,1
istana tanah sri mulyani temukan dokumen,1
salak berisi sabu china beredar indonesia,1
kaesang pakai kaos hitam berlogo pki,1
airpods apple berbahaya radiasi electromagnetic field emf,1
video masjid ibadah umat islam lecehkan preman,1
vaksin polio berguna polio disebabkan virus menular disebabkan racun,1
dbd brazil melonjak nyamuk bersenjata bill gates diluncurkan,1
proyek nasa menyemprotkan partikel es atmosfer,1
video nomor urut prabowo ganjar ditukar surat suara,1
ombak ganas terjang sulawesi utara ludes,1
gelombang terjang bali hanyut,1
banjir bandang hanyutkan ribuan rumah desa kabupaten kuningan,1
tangis megawati hangestri pecah kapten red sparks terbaring lemah rumah sakit,1
video dampak bencana gempa tuban jawa timur,1
bantuan tambahan blt pkh tahap rp,1
penggalangan dana pengendara xpander tabrak porsche,1
kelaparan global direkayasa wef negara,1
gadis gaza disuruh pegang senjata menembak yahudi,1
bantuan pemerintah korban banjir demak,1
video protes warga adat dayak kalimantan menolak ikn,1
rumah sakit jiwa kecebong,1
mahfud md jokowi mati penjara merusak negara penjara seumur hidup digantung,1
uang juta prabowo rangka ramadhan,1
soimah bagikan uang juta games tangkap gambar,1
video trump promosikan partai afrika selatan,1
nasa prediksi kiamat internet,1
raja charles iii meninggal dunia usia kanker,1
bendera dikibarkan tiang inggris,1
tulus dokter terawan promosikan obat diabetes,1
video muslim india membakar al quran,1
umat katolik persembahan misa israel,1
pasien korban kecelakaan identitas rs charitas pusat,1
labuan bajo diguncang gempa magnitudo,1
rusuh demo maret kpu,1
prabowo gibran diputuskan presiden wakil presiden mahkamah internasional,1
cuaca ekstrem israel,1
demo menolak jokowi berkuasa,1
pria perkosa sapi melahirkan anak manusia,1
jokowi gadaikan kalimantan cina jaminan hutang,1
tadarus tarawih dilarang pengeras suara,1
jokowi prabowo alihkan kewenangan gibran terpilih presiden,1
nata de coco terbuat plastik,1
jokowi keturunan cina orang tionghoa,1
